trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",25,0,-89.95020663573676,"{0: 12, 1: 8, 2: 4, 3: 1, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.995}",25,0,-139.70077027284395,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.990025}",25,13,-26.074800849893883,"{0: 6, 1: 4, 2: 2, 3: 0, 4: 0}",1
4,False,"{'a': 0.5, 'e': 0.985074875}",20,0,-80.40485554180916,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.980149500625}",30,0,-101.29419618589966,"{0: 19, 1: 4, 2: 4, 3: 3, 4: 0}",0
6,False,"{'a': 0.5, 'e': 0.975248753121875}",25,0,-162.3346150144711,"{0: 12, 1: 6, 2: 3, 3: 2, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9703725093562656}",25,0,-84.02667953446075,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9655206468094842}",25,1,-179.1891604494999,"{0: 12, 1: 5, 2: 3, 3: 1, 4: 3}",1
9,False,"{'a': 0.5, 'e': 0.9606930435754368}",25,0,-212.64620825436853,"{0: 15, 1: 3, 2: 1, 3: 2, 4: 4}",0
10,False,"{'a': 0.5, 'e': 0.9558895783575596}",35,0,-211.44531944188208,"{0: 17, 1: 3, 2: 11, 3: 3, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.9511101304657719}",25,10,-32.978852349643645,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
12,False,"{'a': 0.5, 'e': 0.946354579813443}",20,0,-253.03983361892386,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 6}",0
13,False,"{'a': 0.5, 'e': 0.9416228069143757}",25,0,-159.74150616078114,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
14,False,"{'a': 0.5, 'e': 0.9369146928798039}",25,10,-44.841392054125464,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
15,False,"{'a': 0.5, 'e': 0.9322301194154049}",30,5,-202.31099645091365,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",1
16,False,"{'a': 0.5, 'e': 0.9275689688183278}",20,0,-77.42325843302183,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9229311239742362}",20,0,-143.46212776495287,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
18,False,"{'a': 0.5, 'e': 0.918316468354365}",35,0,-82.25136278564054,"{0: 26, 1: 3, 2: 4, 3: 1, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9137248860125932}",20,0,-148.52082913481559,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.9091562615825302}",30,0,-176.4976132198256,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
21,False,"{'a': 0.5, 'e': 0.9046104802746175}",20,0,-134.57661127440267,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.9000874278732445}",20,0,-18.183203182301742,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.8955869907338783}",25,0,-105.17452170379579,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.8911090557802088}",25,0,-75.61544866594477,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.8866535105013078}",30,1,-129.03946836685574,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 2}",1
26,False,"{'a': 0.5, 'e': 0.8822202429488012}",30,8,-152.82367681663715,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 3}",1
27,False,"{'a': 0.5, 'e': 0.8778091417340572}",20,0,-79.9716410060962,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.873420096025387}",20,0,-31.536029476069817,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.86905299554526}",25,0,-158.76347712858282,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
30,False,"{'a': 0.5, 'e': 0.8647077305675337}",30,18,-12.332880978118505,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
31,False,"{'a': 0.5, 'e': 0.8603841919146961}",30,7,-82.71585176767233,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 1}",1
32,False,"{'a': 0.5, 'e': 0.8560822709551226}",20,0,-198.8534838496266,"{0: 8, 1: 3, 2: 5, 3: 1, 4: 3}",0
33,False,"{'a': 0.5, 'e': 0.8518018596003469}",20,0,-82.5914732197618,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.8475428503023452}",20,0,-107.06257601247222,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
35,False,"{'a': 0.5, 'e': 0.8433051360508335}",20,0,-71.03935068239078,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
36,False,"{'a': 0.5, 'e': 0.8390886103705792}",20,0,-132.26017239566042,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.8348931673187264}",20,0,-83.37169008107931,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.8307187014821328}",20,2,-48.779857345447404,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.826565107974722}",20,0,-173.12274010480346,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
40,False,"{'a': 0.5, 'e': 0.8224322824348484}",35,21,-9.41603014851398,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.8183201210226743}",20,0,-84.64634992020973,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.8142285204175609}",20,0,-136.41165878853903,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.810157377815473}",20,0,-110.97479363704387,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 3}",0
44,False,"{'a': 0.5, 'e': 0.8061065909263957}",20,0,-32.8306638211964,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.8020760579717637}",20,0,-97.31454925680163,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.7980656776819048}",30,0,-127.59588888557612,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.7940753492934953}",30,9,-108.23817848329644,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 1}",1
48,False,"{'a': 0.5, 'e': 0.7901049725470278}",20,0,-40.42967944728833,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.7861544476842928}",30,0,-181.7052196880516,"{0: 18, 1: 5, 2: 2, 3: 2, 4: 3}",0
50,False,"{'a': 0.5, 'e': 0.7822236754458712}",30,0,-101.25513606147935,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.7783125570686419}",20,0,-99.87553063301847,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.7744209942832987}",25,10,-42.94879788150652,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
53,False,"{'a': 0.5, 'e': 0.7705488893118821}",20,3,-32.11468630012524,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.7666961448653228}",25,0,-114.35827195959072,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.7628626641409961}",25,0,-156.97520191398314,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.7590483508202912}",25,0,-229.69831365657728,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 5}",0
57,False,"{'a': 0.5, 'e': 0.7552531090661897}",20,0,-113.89753712961598,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.7514768435208588}",25,0,-151.78102799149215,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 3}",0
59,False,"{'a': 0.5, 'e': 0.7477194593032545}",25,0,-41.948436203905956,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.7439808620067382}",20,0,-54.46627172895652,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.7402609576967045}",20,0,-96.10194632068846,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.736559652908221}",20,0,-16.7259617630267,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.7328768546436799}",30,0,-157.65250340980393,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.7292124703704614}",35,0,-101.25149645156382,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.7255664080186092}",20,16,6.793582493455457,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.7219385759785161}",30,0,-85.42121033374154,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.7183288830986235}",25,2,-24.76545080757532,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.7147372386831304}",30,21,8.413924353272996,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.7111635524897147}",30,0,-105.57843393868076,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.7076077347272661}",25,0,-120.3566361060273,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.7040696960536298}",20,2,-79.23612631985453,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
72,False,"{'a': 0.5, 'e': 0.7005493475733616}",25,8,-79.34534943528608,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
73,False,"{'a': 0.5, 'e': 0.6970466008354949}",30,9,-116.50968859684863,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 3}",1
74,False,"{'a': 0.5, 'e': 0.6935613678313174}",20,0,-91.43825789203449,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.6900935609921608}",25,0,-74.49201367118047,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.6866430931872}",20,4,-28.134179130723137,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.683209877721264}",25,4,-24.352884433102602,"{0: 18, 1: 0, 2: 1, 3: 2, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.6797938283326577}",20,9,-25.685850693504264,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.6763948591909944}",25,14,-14.670164187521094,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.6730128848950394}",25,1,-60.97010505640354,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
81,False,"{'a': 0.5, 'e': 0.6696478204705641}",25,9,-47.27796694494524,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.6662995813682113}",20,0,-93.73874448073319,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
83,False,"{'a': 0.5, 'e': 0.6629680834613703}",20,0,-36.25608050823403,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.6596532430440635}",25,0,-80.35875070544978,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.6563549768288431}",20,0,-3.095900418387567,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.6530732019446989}",25,0,-155.43465269411843,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.6498078359349754}",20,0,-55.03741169312689,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.6465587967553006}",20,0,-121.05488938777975,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.6433260027715241}",25,0,-89.96476733023115,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.6401093727576664}",20,0,-181.3326567667547,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 4}",0
91,False,"{'a': 0.5, 'e': 0.6369088258938781}",20,5,-60.751540228789146,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.6337242817644086}",25,0,-108.70039018259386,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.6305556603555866}",25,0,-129.92390098381324,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
94,False,"{'a': 0.5, 'e': 0.6274028820538087}",30,10,-117.10487416352935,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",1
95,False,"{'a': 0.5, 'e': 0.6242658676435396}",20,0,23.501815444816703,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.6211445383053219}",25,11,-82.88200601444653,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
97,False,"{'a': 0.5, 'e': 0.6180388156137954}",25,0,-53.62301178538516,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.6149486215357264}",20,0,-38.578601194826334,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.6118738784280477}",25,0,-63.31515545085707,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.6088145090359075}",20,0,-87.75227346346028,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
101,False,"{'a': 0.5, 'e': 0.6057704364907279}",20,0,19.380424943217424,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.6027415843082743}",25,11,-36.3647787916303,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.599727876386733}",25,18,-29.996932504634138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
104,False,"{'a': 0.5, 'e': 0.5967292370047993}",20,0,2.1021617864148654,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
105,False,"{'a': 0.5, 'e': 0.5937455908197753}",20,0,1.5020154509321024,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.5907768628656764}",25,11,-13.047818540349152,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.587822978551348}",20,0,-57.97642283916733,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.5848838636585912}",35,0,-64.94734670389258,"{0: 27, 1: 2, 2: 5, 3: 0, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.5819594443402983}",35,0,-214.5557457743304,"{0: 22, 1: 2, 2: 5, 3: 3, 4: 3}",0
110,False,"{'a': 0.5, 'e': 0.5790496471185969}",25,0,-60.164605876225686,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.5761543988830038}",25,0,-38.381203517901604,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.5732736268885888}",30,14,-1.622813055868312,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.5704072587541459}",20,13,-9.761149345366437,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.5675552224603752}",30,2,-94.87079587019657,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 1}",1
115,False,"{'a': 0.5, 'e': 0.5647174463480732}",20,8,-30.964172009723523,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.5618938591163328}",25,0,-87.08706627700836,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.5590843898207511}",20,0,-26.686049477956793,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.5562889678716475}",25,0,-17.59230772506563,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.5535075230322892}",20,10,-2.4674172129012426,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.5507399854171278}",20,8,-48.21329302568161,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.5479862854900421}",20,12,12.895593474586601,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.5452463540625919}",20,13,11.896359004960583,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.542520122292279}",25,0,-77.53456095071614,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
124,False,"{'a': 0.5, 'e': 0.5398075216808176}",20,0,-92.46357901183322,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.5371084840724134}",20,0,-67.36840959240305,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.5344229416520514}",20,0,-80.05537845321216,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.5317508269437912}",20,0,-60.97552049617708,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.5290920728090721}",25,17,-19.189184983759382,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.5264466124450268}",20,0,-36.075585717584445,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.5238143793828016}",20,0,-36.71915338349176,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.5211953074858876}",20,12,-35.12235504937077,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.5185893309484582}",20,0,-40.82311138794206,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.515996384293716}",25,11,-10.860701249119508,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.5134164023722474}",20,3,-107.77816466796341,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
135,False,"{'a': 0.5, 'e': 0.5108493203603861}",20,0,-0.3088237847516534,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.5082950737585842}",20,0,27.619059760984406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.5057535983897913}",25,5,-24.861593632637383,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.5032248303978423}",30,0,-12.669102214987372,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.5007087062458531}",20,0,-24.00929714711182,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.4982051627146238}",20,3,13.77476925825647,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.4957141369010507}",20,0,-29.97539630250456,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.4932355662165454}",20,0,-5.716887126798812,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.4907693883854627}",20,5,-13.579263136586434,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.4883155414435354}",30,20,-32.46344390934761,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.4858739637363177}",20,3,-11.826085257800841,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.4834445939176361}",30,0,-95.9102719064384,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
147,False,"{'a': 0.5, 'e': 0.4810273709480479}",20,7,-5.0504836692428965,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.4786222340933077}",20,0,-93.56548768188004,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.47622912292284114}",20,0,-48.889680545667275,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.4738479773082269}",20,1,-8.704988415464118,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.4714787374216858}",20,6,-81.18509226101347,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.46912134373457737}",20,0,-50.01534763073699,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.46677573701590447}",25,0,-70.65007561744916,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
154,False,"{'a': 0.5, 'e': 0.46444185833082496}",30,18,10.286945171848519,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.46211964903917085}",25,2,-19.83200914085644,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.459809050793975}",30,12,-145.3402704040073,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 4}",1
157,False,"{'a': 0.5, 'e': 0.4575100055400051}",20,8,-72.24452586649078,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
158,False,"{'a': 0.5, 'e': 0.45522245551230506}",20,16,8.139540726529043,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.45294634323474353}",20,11,-7.194408863192343,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.45068161151856984}",20,4,-38.39839636563502,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
161,False,"{'a': 0.5, 'e': 0.44842820346097695}",20,5,-21.849606480475106,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.4461860624436721}",30,7,-5.670789316069575,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.4439551321314537}",25,6,-135.79034658753463,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 3}",1
164,False,"{'a': 0.5, 'e': 0.4417353564707965}",30,8,-99.2962501990076,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 2}",1
165,False,"{'a': 0.5, 'e': 0.43952667968844245}",30,16,-39.93428152943678,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
166,False,"{'a': 0.5, 'e': 0.43732904629000025}",25,20,6.3471908602375615,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.43514240105855023}",25,7,-70.18873902494876,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.4329666890532575}",20,12,11.642538461736429,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.4308018556079912}",25,16,4.624725965104865,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.42864784632995123}",20,9,1.0877113164685528,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.4265046070983015}",30,13,7.248914373450775,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.42437208406280996}",20,1,33.34646509678938,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.4222502236424959}",20,0,-93.0982603669558,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
174,False,"{'a': 0.5, 'e': 0.42013897252428345}",30,0,7.714418146237737,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.418038277661662}",20,0,-53.29796057952781,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.4159480862733537}",25,18,-5.06336725675724,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.41386834584198695}",25,6,-43.47147837608658,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.41179900411277703}",20,10,-13.075106449153196,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.40974000909221314}",25,10,-12.357512125711766,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.40769130904675205}",20,1,-16.042154690520864,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.4056528525015183}",30,7,-28.553108882773213,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.5, 'e': 0.4036245882390107}",20,0,-55.828538945268335,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.40160646529781563}",35,0,-80.02199699393755,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.3995984329713266}",20,2,-35.808448007969204,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
